,M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J
ABC,0.9947246708673417,0.9812867926363226,0.850783442712923,0.9736313210732018,0.9748621735255955,0.9942993950987715,0.9969112283986482,0.9907268870969123,0.9971837596889014,0.9998082340977339,1.0,0.9989648199077517,0.9853364552082324,0.993819899420505,0.9823286531856487,0.8340972540091278,0.7143566077125202,0.9728534983801768,0.7738349651410693,0.5835510904042006,0.9872719060799731,0.760826192065368,0.7451403968835552,0.9154323358976064,0.7617774895647066,0.9230612258290068,0.999564615623504,0.9954392273911793,0.8006788663548251,-0.3893796318728972
ABS,0.9975173755769562,0.9875013408453054,0.8345567892970813,0.9648776101578458,0.9793916108223059,0.9901994460907831,0.9951951548966841,0.9872777294586895,0.9976332474283452,0.9991121603785688,0.9989648199077517,1.0,0.9899390640074717,0.9961924442451138,0.9855705064053994,0.8277747114489087,0.7075318570321667,0.9779610237772991,0.7679275043496621,0.5781203961231802,0.9869508271069722,0.7566625939808445,0.7425592885250142,0.9100239717390927,0.7618718584316818,0.9226424162257111,0.9985920616748063,0.9943819130996769,0.8079828837684381,-0.41559217609960475
AZI,0.9881273847028617,0.9847622284267021,0.7817495347946737,0.953622248812863,0.9670591049780153,0.9794820523773428,0.9873802994766685,0.981226237770226,0.9924125194592567,0.9861345493421266,0.9853364552082324,0.9899390640074717,1.0,0.9842351358893907,0.969702471466346,0.7654479615118007,0.6392062859499086,0.9652437527418543,0.7523433239483903,0.5631012623506948,0.9773460515167564,0.7434106676431332,0.7315243859017218,0.8946315137249152,0.753041425159218,0.9144388883863089,0.9873406030763096,0.9896039638513853,0.7911383985859998,-0.4627576443017297
SO,0.9996590356775682,0.9954500027128242,0.8505736604551195,0.948872419160932,0.9931911661336681,0.9781614318553103,0.9841810250752135,0.9719917772573561,0.988439948617958,0.9953113953621303,0.993819899420505,0.9961924442451138,0.9842351358893907,1.0,0.9964916325803732,0.8602497040004113,0.7540567960412574,0.992301333801358,0.7600410179991,0.5704825866170105,0.9861542737819593,0.7496276287425,0.7362207169836088,0.9061244515458694,0.759511619189596,0.9197262243692614,0.9938786016728963,0.9830043375357604,0.8177394585086585,-0.40331532044643054
SO_red,0.9943691539294037,0.9948789496976936,0.8635121563549375,0.9269191093329308,0.9988914552974678,0.9598938211653536,0.9666031655525383,0.9502718309044959,0.9723142366720191,0.9848952898947418,0.9823286531856487,0.9855705064053994,0.969702471466346,0.9964916325803732,1.0,0.8892367735175531,0.7968962822325222,0.9986720280061744,0.7474865093497552,0.5598130670468354,0.9779800964545293,0.7377767512783383,0.7249611245123803,0.8960389627393498,0.7516111486610223,0.9098377317303439,0.9824086033716344,0.9647877510625305,0.8238536170118187,-0.3835907593114501
Alb,0.8472736042700438,0.8430948401309034,0.921418002639897,0.7842683443975254,0.8881045474451297,0.8025391728372829,0.7970627650740374,0.7746264291986269,0.7948200078404792,0.8389793646886846,0.8340972540091278,0.8277747114489087,0.7654479615118007,0.8602497040004113,0.8892367735175531,1.0,0.9624801464294777,0.8867023366493063,0.6640843376716078,0.5059549475057026,0.8408198529908277,0.6489385766552691,0.6313738319300495,0.7945129288136513,0.6547814940134998,0.7805326674316809,0.8328140779367452,0.7865675932589925,0.7095169630476618,-0.11404301914127084
Sigma,0.7368587598696553,0.7403470181227721,0.8717484926894443,0.6520785042054671,0.8023041349032568,0.6725524505443953,0.6660890602501938,0.6379383345151347,0.6645429991212001,0.7211846970128222,0.7143566077125202,0.7075318570321667,0.6392062859499086,0.7540567960412574,0.7968962822325222,0.9624801464294777,1.0,0.7998809697146306,0.5588758195729047,0.4190461234986279,0.7249315159349101,0.5435255700961756,0.5261427145090116,0.6829899072704565,0.5490341598350442,0.663389883334831,0.713276647100638,0.6542977426011218,0.6377099164999775,0.003117420238978966
redM1,0.9900036256612297,0.9952759618000325,0.8524340381217284,0.9098073543060213,0.9996764661237618,0.9465335542174536,0.9550571198550641,0.9364111456950223,0.9627887478671043,0.9761377229859937,0.9728534983801768,0.9779610237772991,0.9652437527418543,0.992301333801358,0.9986720280061744,0.8867023366493063,0.7998809697146306,1.0,0.7351648770498255,0.5488878269665998,0.9709089838098662,0.7268909576085092,0.7153787623583575,0.8850866621577791,0.7449190857529858,0.9021260025836713,0.9733543834271162,0.9537766247804893,0.825772353289456,-0.39334791961018295
W,0.7600848223392177,0.7411022198337607,0.6964452928003204,0.7823729509213573,0.7390566046064969,0.781582771680308,0.7765596114222814,0.7783006755869029,0.7704920769916745,0.77376916263088,0.7738349651410693,0.7679275043496621,0.7523433239483903,0.7600410179991,0.7474865093497552,0.6640843376716078,0.5588758195729047,0.7351648770498255,1.0,0.9557891660734708,0.8327963825737191,0.9985944219301862,0.9946591872856793,0.9230882768485476,0.9847929950695544,0.9398736874924423,0.7754386090169061,0.7736386110357131,0.40838286191220835,-0.3103357719228909
WW,0.5704819296691304,0.553451173851535,0.5252804313024764,0.5927991029021348,0.5521670427038387,0.5909398300733035,0.5863551172633271,0.5886152926542149,0.5807707688051296,0.5830818549477575,0.5835510904042006,0.5781203961231802,0.5631012623506948,0.5704825866170105,0.5598130670468354,0.5059549475057026,0.4190461234986279,0.5488878269665998,0.9557891660734708,1.0,0.6506091211281337,0.9623344460147467,0.9667336209136258,0.775353038410778,0.951100270349182,0.8084924255442346,0.5843134831775346,0.5832795465659704,0.2504504817193679,-0.23588284977365345
HR,0.9864295505371083,0.9773764720749244,0.8591903756533769,0.964245852252661,0.9729222123485689,0.9815538767681473,0.9834083392671772,0.9766969718987246,0.9839182258729654,0.9886176372552579,0.9872719060799731,0.9869508271069722,0.9773460515167564,0.9861542737819593,0.9779800964545293,0.8408198529908277,0.7249315159349101,0.9709089838098662,0.8327963825737191,0.6506091211281337,1.0,0.8218821409623278,0.8080265442561907,0.9588885628985753,0.8251443249384891,0.9645608500495273,0.9887357054375576,0.9821811534276337,0.7315561011455611,-0.39859566970574023
Schultz,0.7500381484669156,0.7336282434398541,0.6702548847647664,0.7622763154661305,0.7301957140164165,0.7657832712467751,0.7629122676289881,0.7631654254724444,0.7587241328810896,0.7608890744074129,0.760826192065368,0.7566625939808445,0.7434106676431332,0.7496276287425,0.7377767512783383,0.6489385766552691,0.5435255700961756,0.7268909576085092,0.9985944219301862,0.9623344460147467,0.8218821409623278,1.0,0.9987261915840768,0.9129226252135415,0.9907670541721794,0.9356741177727805,0.7621661386108035,0.7604050640966643,0.40149029561342736,-0.3265979077378202
Gutman,0.7369853738616138,0.7228956247758251,0.6427751584261567,0.7403500453821367,0.7181467260576975,0.7476574418019991,0.7467334606533277,0.7457067041665926,0.7442402954572847,0.7453041439989614,0.7451403968835552,0.7425592885250142,0.7315243859017218,0.7362207169836088,0.7249611245123803,0.6313738319300495,0.5261427145090116,0.7153787623583575,0.9946591872856793,0.9667336209136258,0.8080265442561907,0.9987261915840768,1.0,0.8999592126843886,0.9937268058711328,0.9283456286588511,0.7462313524009723,0.7446059821129204,0.392150549157537,-0.33865422436432946
Mostar,0.9054868868574402,0.8892349684706207,0.8393311586493604,0.9185374318370545,0.8885779433142499,0.9199444222898417,0.9150102867042837,0.9140853414858096,0.9096712745507927,0.9164109877736362,0.9154323358976064,0.9100239717390927,0.8946315137249152,0.9061244515458694,0.8960389627393498,0.7945129288136513,0.6829899072704565,0.8850866621577791,0.9230882768485476,0.775353038410778,0.9588885628985753,0.9129226252135415,0.8999592126843886,1.0,0.898502514356713,0.9846327299943557,0.9180680475536745,0.9124621314672618,0.5749237669116025,-0.34144305297462413
Sz,0.760127401485127,0.7512510388713635,0.648980286438526,0.7443199264682231,0.746642411133517,0.7583328363940083,0.760354147924901,0.7557458545443592,0.7608378688054388,0.7627237504864882,0.7617774895647066,0.7618718584316818,0.753041425159218,0.759511619189596,0.7516111486610223,0.6547814940134998,0.5490341598350442,0.7449190857529858,0.9847929950695544,0.951100270349182,0.8251443249384891,0.9907670541721794,0.9937268058711328,0.898502514356713,1.0,0.9380250511031998,0.7624932200891236,0.7587160865368445,0.4224253733902419,-0.3593899632465249
PI,0.9205213715336262,0.9102612093692053,0.7936968283888055,0.905281127063071,0.9044086031294447,0.9201483919562919,0.9217456147997497,0.9168899491484662,0.9217724647117144,0.9241999083151821,0.9230612258290068,0.9226424162257111,0.9144388883863089,0.9197262243692614,0.9098377317303439,0.7805326674316809,0.663389883334831,0.9021260025836713,0.9398736874924423,0.8084924255442346,0.9645608500495273,0.9356741177727805,0.9283456286588511,0.9846327299943557,0.9380250511031998,1.0,0.9246656452009666,0.9204885086396501,0.5949628446873385,-0.4120745378086405
EE,0.994839842801288,0.9822879768724819,0.8537542743059826,0.9761783557600956,0.9755947105851697,0.9950056450114261,0.9971871199991243,0.9915249491277801,0.9972663854549759,0.9997410234538282,0.999564615623504,0.9985920616748063,0.9873406030763096,0.9938786016728963,0.9824086033716344,0.8328140779367452,0.713276647100638,0.9733543834271162,0.7754386090169061,0.5843134831775346,0.9887357054375576,0.7621661386108035,0.7462313524009723,0.9180680475536745,0.7624932200891236,0.9246656452009666,1.0,0.9959920741671826,0.7946764279427101,-0.38787791442098285
Energy,0.9859861851623053,0.9703780362306728,0.8224772866346091,0.9814613183253225,0.9564731009801478,0.997217648031017,0.9993806377882608,0.9976281904110509,0.9987046884702246,0.9947315951914213,0.9954392273911793,0.9943819130996769,0.9896039638513853,0.9830043375357604,0.9647877510625305,0.7865675932589925,0.6542977426011218,0.9537766247804893,0.7736386110357131,0.5832795465659704,0.9821811534276337,0.7604050640966643,0.7446059821129204,0.9124621314672618,0.7587160865368445,0.9204885086396501,0.9959920741671826,1.0,0.7789388196902096,-0.40901950676629356
SpecRad,0.8166652949046764,0.8226378879574998,0.6416184293274715,0.7092134221422706,0.8228807479135466,0.7636406589699746,0.7787081785280955,0.7562217087993218,0.7908374027836292,0.7997898790824935,0.8006788663548251,0.8079828837684381,0.7911383985859998,0.8177394585086585,0.8238536170118187,0.7095169630476618,0.6377099164999775,0.825772353289456,0.40838286191220835,0.2504504817193679,0.7315561011455611,0.40149029561342736,0.392150549157537,0.5749237669116025,0.4224253733902419,0.5949628446873385,0.7946764279427101,0.7789388196902096,1.0,-0.21041210005349256
Balaban_J,-0.4163856693091039,-0.43739885205091456,0.0026289981432305745,-0.2958424982356743,-0.3879453097568162,-0.3652306396318298,-0.40023957412526845,-0.3869189046015753,-0.4268034404856371,-0.3892294674822798,-0.3893796318728972,-0.41559217609960475,-0.4627576443017297,-0.40331532044643054,-0.3835907593114501,-0.11404301914127084,0.003117420238978966,-0.39334791961018295,-0.3103357719228909,-0.23588284977365345,-0.39859566970574023,-0.3265979077378202,-0.33865422436432946,-0.34144305297462413,-0.3593899632465249,-0.4120745378086405,-0.38787791442098285,-0.40901950676629356,-0.21041210005349256,1.0
